Work Order Number,Customer Number,Name,Address,City,State,OrderDate,DayOfWeek,Latitude,Longitude,Rt,Food Pallets,Pet Food Pallets,Chemical Pallets,Total Pallets,Seq
901285,051,Customer 051,1102 Main Street,Queens,NY,04/10/2026,Friday,40.60737229758411,-73.75316746816085,1,0.66,0.0,0.0,0.66,1
901286,064,Customer 064,3443 Main Street,Brooklyn,NY,04/10/2026,Friday,40.67139788117989,-73.9340888408256,23,1.98,0.21,0.25,2.44,1
901287,068,Customer 068,7808 Main Street,Brooklyn,NY,04/10/2026,Friday,40.63036297971589,-74.08136228889674,17,0.83,0.16,0.0,0.99,1
901288,074,Customer 074,3748 Main Street,Bronx,NY,04/10/2026,Friday,40.87654063424415,-73.86675762676278,71,2.38,0.02,0.25,2.65,1
901289,080,Customer 080,111 Main Street,Queens,NY,04/10/2026,Friday,40.67620628689007,-73.74285399139629,2,0.68,0.0,0.0,0.68,1
901290,083,Customer 083,1679 Main Street,Brooklyn,NY,04/10/2026,Friday,40.63287188101084,-74.16028394578468,16,3.16,0.0,0.0,3.16,1
901313,091,Customer 091,4619 Main Street,Queens,NY,04/13/2026,Monday,40.69772873982824,-73.8341823153853,45,0.63,0.0,0.0,0.63,1
901291,001,Customer 001,5484 Main Street,Bronx,NY,04/13/2026,Monday,40.82393494763585,-73.90903906592717,45,3.46,0.0,0.0,3.46,2
901292,003,Customer 003,4470 Main Street,Bronx,NY,04/13/2026,Monday,40.86555164559,-73.88702973397817,19,8.62,0.0,0.0,8.62,1
901293,005,Customer 005,660 Main Street,Queens,NY,04/13/2026,Monday,40.69747391202919,-73.82905390354207,25,2.64,0.12,0.0,2.76,1
901294,010,Customer 010,3996 Main Street,Brooklyn,NY,04/13/2026,Monday,40.65654070000209,-73.91897014191731,6,0.4,0.0,0.0,0.4,1
901308,059,Customer 059,3807 Main Street,Brooklyn,NY,04/13/2026,Monday,40.67755950741335,-73.91187495774679,6,0.53,0.12,0.0,0.65,2
901295,015,Customer 015,7507 Main Street,Bronx,NY,04/13/2026,Monday,40.82239448550935,-73.91429829435131,21,0.54,0.0,0.0,0.54,1
901296,016,Customer 016,4676 Main Street,Bronx,NY,04/13/2026,Monday,40.854973107257365,-73.86437656576189,21,0.52,0.0,0.0,0.52,2
901297,018,Customer 018,5686 Main Street,Bronx,NY,04/13/2026,Monday,40.84297611177931,-73.84592385676613,31,3.91,0.0,0.0,3.91,1
901298,020,Customer 020,5709 Main Street,Queens,NY,04/13/2026,Monday,40.70811449489744,-73.79898444261066,32,0.53,0.0,0.0,0.53,1
901299,021,Customer 021,516 Main Street,Brooklyn,NY,04/13/2026,Monday,40.68093339365346,-73.94670663597643,18,1.25,0.0,0.0,1.25,1
901300,022,Customer 022,1920 Main Street,Queens,NY,04/13/2026,Monday,40.70649711069442,-73.756756602347,2,0.51,0.0,0.0,0.51,1
901307,056,Customer 056,4072 Main Street,Queens,NY,04/13/2026,Monday,40.7572560717902,-73.91514119505781,2,0.92,0.0,0.0,0.92,2
901301,027,Customer 027,8369 Main Street,Brooklyn,NY,04/13/2026,Monday,40.687360434885576,-73.98066195659537,9,0.65,0.0,0.0,0.65,1
901302,033,Customer 033,8711 Main Street,Bronx,NY,04/13/2026,Monday,40.88677507240233,-73.85199192252,7,0.97,0.0,0.0,0.97,1
901303,034,Customer 034,8835 Main Street,Manhattan,NY,04/13/2026,Monday,40.768896755175966,-73.95610818925888,3,1.32,0.0,0.07,1.39,1
901305,046,Customer 046,8648 Main Street,Manhattan,NY,04/13/2026,Monday,40.773204917119784,-73.95678092820883,3,1.54,0.0,0.0,1.54,2
901304,045,Customer 045,3412 Main Street,Brooklyn,NY,04/13/2026,Monday,40.63550402142037,-74.13303054062014,Bronx,0.73,0.0,0.0,0.73,1
901306,053,Customer 053,1194 Main Street,Queens,NY,04/13/2026,Monday,40.7618627220245,-73.88916852512102,5,1.97,0.0,0.0,1.97,1
901309,066,Customer 066,276 Main Street,Brooklyn,NY,04/13/2026,Monday,40.66065294279969,-73.87876303673895,1,0.74,0.09,0.0,0.83,1
901310,067,Customer 067,9904 Main Street,Bronx,NY,04/13/2026,Monday,40.86604266971237,-73.92623623009767,14,0.81,0.0,0.0,0.81,1
901311,070,Customer 070,1253 Main Street,Brooklyn,NY,04/13/2026,Monday,40.67439672491399,-73.9226282137167,11,0.67,0.0,0.0,0.67,1
901312,084,Customer 084,9984 Main Street,Brooklyn,NY,04/13/2026,Monday,40.66480658774192,-73.9572281363883,15,0.52,0.24,0.0,0.76,1
901314,094,Customer 094,311 Main Street,Queens,NY,04/13/2026,Monday,40.69384632036886,-73.84342565090739,37,4.59,0.0,0.0,4.59,1
901315,095,Customer 095,9784 Main Street,Queens,NY,04/13/2026,Monday,40.68727132626413,-73.82300862324279,38,5.17,0.0,0.0,5.17,1
901316,002,Customer 002,9367 Main Street,Queens,NY,04/14/2026,Tuesday,40.70595191172637,-73.75457110312014,25,0.8,0.05,0.0,0.85,1
901317,011,Customer 011,9992 Main Street,Brooklyn,NY,04/14/2026,Tuesday,40.652082455862505,-73.92481650340132,18,1.34,0.0,0.0,1.34,1
901322,036,Customer 036,8918 Main Street,New York,NY,04/14/2026,Tuesday,40.80325822563249,-73.93591692391615,14,0.59,0.0,0.33,0.92,1
901318,013,Customer 013,7648 Main Street,New York,NY,04/14/2026,Tuesday,40.81574307418728,-73.9379714247544,14,0.73,0.0,0.0,0.73,2
901321,029,Customer 029,2731 Main Street,Bronx,NY,04/14/2026,Tuesday,40.853619797063494,-73.90831990645347,14,2.02,0.0,0.0,2.02,3
901329,067,Customer 067,3638 Main Street,Bronx,NY,04/14/2026,Tuesday,40.86604266971237,-73.92623623009767,14,0.98,0.0,0.0,0.98,4
901323,041,Customer 041,8246 Main Street,New York,NY,04/14/2026,Tuesday,40.759382235947626,-73.93895415268634,21,0.56,0.0,0.0,0.56,1
901319,015,Customer 015,7174 Main Street,Bronx,NY,04/14/2026,Tuesday,40.82239448550935,-73.91429829435131,21,0.61,0.0,0.0,0.61,2
901320,028,Customer 028,883 Main Street,Queens,NY,04/14/2026,Tuesday,40.71519521264396,-73.74349772371512,2,0.62,0.0,0.0,0.62,1
901326,056,Customer 056,5673 Main Street,Queens,NY,04/14/2026,Tuesday,40.7572560717902,-73.91514119505781,2,0.94,0.0,0.0,0.94,2
901324,044,Customer 044,7272 Main Street,Brooklyn,NY,04/14/2026,Tuesday,40.685443993544496,-73.943950969423,73,0.59,0.0,0.0,0.59,1
901325,047,Customer 047,8392 Main Street,Manhattan,NY,04/14/2026,Tuesday,40.71773283828544,-73.98411846097412,3,0.47,0.0,0.0,0.47,1
901328,063,Customer 063,2639 Main Street,Brooklyn,NY,04/14/2026,Tuesday,40.689007393638555,-73.9173641706466,10,2.44,0.0,0.0,2.44,1
901327,062,Customer 062,1446 Main Street,Brooklyn,NY,04/14/2026,Tuesday,40.689239848977614,-73.91777406506378,10,2.51,0.0,0.0,2.51,2
901330,072,Customer 072,3249 Main Street,Brooklyn,NY,04/14/2026,Tuesday,40.65171110205392,-73.9191771105472,9,0.5,0.0,0.0,0.5,1
901331,077,Customer 077,6063 Main Street,Brooklyn,NY,04/14/2026,Tuesday,40.68010726771517,-73.91396093950846,23,1.12,0.21,0.0,1.33,1
901332,081,Customer 081,2303 Main Street,Brooklyn,NY,04/14/2026,Tuesday,40.68024236564245,-73.93137158188019,17,1.3,0.0,0.0,1.3,1
901333,083,Customer 083,1683 Main Street,Brooklyn,NY,04/14/2026,Tuesday,40.63287188101084,-74.16028394578468,16,4.11,0.0,0.0,4.11,1
901334,084,Customer 084,5236 Main Street,Brooklyn,NY,04/14/2026,Tuesday,40.66480658774192,-73.9572281363883,15,0.65,0.24,0.0,0.89,1
901335,087,Customer 087,3769 Main Street,Brooklyn,NY,04/14/2026,Tuesday,40.66150707860249,-73.87346498223229,99,8.41,0.0,0.0,8.41,1
901336,089,Customer 089,7246 Main Street,Bronx,NY,04/14/2026,Tuesday,40.830728643622344,-73.89126472129591,33,5.6,0.0,0.0,5.6,1
901337,012,Customer 012,5176 Main Street,Brooklyn,NY,04/15/2026,Wednesday,40.636920669008184,-74.1652722110478,16,0.43,0.0,0.0,0.43,1
901347,041,Customer 041,3188 Main Street,New York,NY,04/15/2026,Wednesday,40.759382235947626,-73.93895415268634,21,0.53,0.0,0.0,0.53,1
901338,015,Customer 015,2463 Main Street,Bronx,NY,04/15/2026,Wednesday,40.82239448550935,-73.91429829435131,21,0.53,0.0,0.0,0.53,2
901345,032,Customer 032,8683 Main Street,Bronx,NY,04/15/2026,Wednesday,40.853589534832395,-73.89464414584027,21,0.54,0.0,0.0,0.54,3
901339,018,Customer 018,5971 Main Street,Bronx,NY,04/15/2026,Wednesday,40.84297611177931,-73.84592385676613,31,4.88,0.0,0.25,5.13,1
901340,019,Customer 019,6878 Main Street,Manhattan,NY,04/15/2026,Wednesday,40.778836484045,-73.98329931044094,4,0.89,0.35,0.25,1.49,1
901341,021,Customer 021,3038 Main Street,Brooklyn,NY,04/15/2026,Wednesday,40.68093339365346,-73.94670663597643,18,1.24,0.0,0.0,1.24,1
901342,024,Customer 024,6711 Main Street,Bronx,NY,04/15/2026,Wednesday,40.896883630705474,-73.85135085346376,7,0.78,0.0,0.0,0.78,1
901343,025,Customer 025,7872 Main Street,Brooklyn,NY,04/15/2026,Wednesday,40.69835136729073,-73.9158925078441,8,0.96,0.0,0.0,0.96,1
901344,026,Customer 026,7151 Main Street,Queens,NY,04/15/2026,Wednesday,40.67584687606802,-73.85557337127459,73,3.56,0.35,0.0,3.91,1
901346,038,Customer 038,5455 Main Street,Manhattan,NY,04/15/2026,Wednesday,40.717842608430665,-73.9892410907712,3,0.58,0.0,0.25,0.83,1
901348,055,Customer 055,2070 Main Street,Queens,NY,04/15/2026,Wednesday,40.69661296220641,-73.82879015350318,25,6.75,0.04,0.0,6.79,1
901349,060,Customer 060,9987 Main Street,Brooklyn,NY,04/15/2026,Wednesday,40.676333247614394,-73.88613509640518,24,0.81,0.15,0.0,0.96,1
901350,067,Customer 067,4134 Main Street,Bronx,NY,04/15/2026,Wednesday,40.86604266971237,-73.92623623009767,14,0.96,0.0,0.25,1.21,1
901351,082,Customer 082,8815 Main Street,Bronx,NY,04/15/2026,Wednesday,40.869718152184745,-73.87892875884225,70,0.84,0.0,0.0,0.84,1
901352,086,Customer 086,7084 Main Street,Bronx,NY,04/15/2026,Wednesday,40.85368960688969,-73.90929502876213,33,0.67,0.0,0.0,0.67,1
901353,092,Customer 092,4805 Main Street,Brooklyn,NY,04/15/2026,Wednesday,40.63740290973405,-73.92010562279191,35,4.1,0.0,0.0,4.1,1
901354,005,Customer 005,8853 Main Street,Queens,NY,04/16/2026,Thursday,40.69747391202919,-73.82905390354207,25,2.79,0.12,0.0,2.91,1
901359,035,Customer 035,267 Main Street,Queens,NY,04/16/2026,Thursday,40.594970715995146,-73.77416307485291,1,0.71,0.0,0.0,0.71,1
901355,009,Customer 009,7207 Main Street,Queens,NY,04/16/2026,Thursday,40.600009486593315,-73.74405287870175,1,0.52,0.0,0.0,0.52,2
901362,043,Customer 043,6624 Main Street,Queens,NY,04/16/2026,Thursday,40.68152075934443,-73.85443641970784,1,0.52,0.08,0.0,0.6,3
901356,018,Customer 018,3487 Main Street,Bronx,NY,04/16/2026,Thursday,40.84297611177931,-73.84592385676613,31,4.61,0.35,0.0,4.96,1
901371,088,Customer 088,6425 Main Street,Bronx,NY,04/16/2026,Thursday,40.85920015425595,-73.90056567901365,31,6.21,0.0,0.0,6.21,2
901357,023,Customer 023,5519 Main Street,Queens,NY,04/16/2026,Thursday,40.76091447600587,-73.88181045003793,5,0.94,0.0,0.06,1.0,1
901358,030,Customer 030,7027 Main Street,Brooklyn,NY,04/16/2026,Thursday,40.63878496266752,-73.97263862633669,17,2.36,0.0,0.0,2.36,1
901360,039,Customer 039,6579 Main Street,Bronx,NY,04/16/2026,Thursday,40.84909985735391,-73.92113692416197,70,0.65,0.0,0.0,0.65,1
901361,042,Customer 042,8104 Main Street,Brooklyn,NY,04/16/2026,Thursday,40.63208584532311,-73.96647452968952,9,1.78,0.12,0.0,1.9,1
901363,048,Customer 048,1517 Main Street,Queens,NY,04/16/2026,Thursday,40.75405265049564,-73.81832518415463,2,0.49,0.0,0.0,0.49,1
901366,056,Customer 056,3196 Main Street,Queens,NY,04/16/2026,Thursday,40.7572560717902,-73.91514119505781,2,0.84,0.35,0.0,1.19,2
901364,049,Customer 049,7783 Main Street,Bronx,NY,04/16/2026,Thursday,40.84161725986629,-73.90132809233144,7,0.51,0.0,0.0,0.51,1
901365,050,Customer 050,1469 Main Street,Bronx,NY,04/16/2026,Thursday,40.88504380789946,-73.85462851943738,7,0.82,0.35,0.0,1.17,2
901367,060,Customer 060,2975 Main Street,Brooklyn,NY,04/16/2026,Thursday,40.676333247614394,-73.88613509640518,24,0.68,0.15,0.0,0.83,1
901368,075,Customer 075,1029 Main Street,Manhattan,NY,04/16/2026,Thursday,40.70710965261643,-73.94500754484459,6,1.46,0.11,0.0,1.57,1
901369,078,Customer 078,5370 Main Street,Manhattan,NY,04/16/2026,Thursday,40.76169824334662,-73.94957140792144,21,0.53,0.14,0.0,0.67,1
901370,086,Customer 086,9334 Main Street,Bronx,NY,04/16/2026,Thursday,40.85368960688969,-73.90929502876213,33,0.66,0.0,0.0,0.66,1
901372,090,Customer 090,4196 Main Street,Queens,NY,04/16/2026,Thursday,40.66953057344241,-73.7824756165742,34,6.09,0.0,0.0,6.09,1
901373,093,Customer 093,6000 Main Street,Queens,NY,04/16/2026,Thursday,40.692614111895054,-73.84437929166077,36,5.19,0.0,0.0,5.19,1
901374,004,Customer 004,5012 Main Street,New York,NY,04/17/2026,Friday,40.81882756334608,-73.93725056647254,20,3.65,0.0,0.0,3.65,1
901375,005,Customer 005,3818 Main Street,Queens,NY,04/17/2026,Friday,40.69747391202919,-73.82905390354207,25,2.69,0.12,0.0,2.81,1
901376,006,Customer 006,6748 Main Street,Manhattan,NY,04/17/2026,Friday,40.80740818873632,-73.96565982955099,4,0.67,0.0,0.0,0.67,1
901383,061,Customer 061,2590 Main Street,Brooklyn,NY,04/17/2026,Friday,40.598422117306654,-73.94163633556525,15,0.82,0.0,0.0,0.82,1
901377,007,Customer 007,6464 Main Street,Brooklyn,NY,04/17/2026,Friday,40.63116428754058,-73.96665280296365,15,3.39,0.0,0.0,3.39,2
901390,084,Customer 084,4240 Main Street,Brooklyn,NY,04/17/2026,Friday,40.66480658774192,-73.9572281363883,15,0.67,0.23,0.0,0.9,3
901378,008,Customer 008,8782 Main Street,Bronx,NY,04/17/2026,Friday,40.81813101864817,-73.90411620231987,70,1.29,0.0,0.0,1.29,1
901379,017,Customer 017,3598 Main Street,Brooklyn,NY,04/17/2026,Friday,40.68918573963909,-73.95966142657014,30,1.81,0.0,0.0,1.81,1
901380,031,Customer 031,9396 Main Street,Bronx,NY,04/17/2026,Friday,40.85734534786821,-73.89474039555732,22,2.74,0.35,0.02,3.11,1
901381,051,Customer 051,964 Main Street,Queens,NY,04/17/2026,Friday,40.60737229758411,-73.75316746816085,1,0.64,0.35,0.0,0.99,1
901382,054,Customer 054,5139 Main Street,Manhattan,NY,04/17/2026,Friday,40.70449809311375,-73.95658499114683,10,0.48,0.0,0.0,0.48,1
901384,064,Customer 064,4707 Main Street,Brooklyn,NY,04/17/2026,Friday,40.67139788117989,-73.9340888408256,23,1.6,0.19,0.0,1.79,1
901385,068,Customer 068,2321 Main Street,Brooklyn,NY,04/17/2026,Friday,40.63036297971589,-74.08136228889674,17,0.76,0.13,0.0,0.89,1
901386,073,Customer 073,9470 Main Street,Brooklyn,NY,04/17/2026,Friday,40.65052535821618,-73.96218340829046,8,1.02,0.11,0.0,1.13,1
901387,074,Customer 074,9386 Main Street,Bronx,NY,04/17/2026,Friday,40.87654063424415,-73.86675762676278,71,2.77,0.04,0.0,2.81,1
901388,080,Customer 080,3329 Main Street,Queens,NY,04/17/2026,Friday,40.67620628689007,-73.74285399139629,2,0.72,0.0,0.0,0.72,1
901389,083,Customer 083,8205 Main Street,Brooklyn,NY,04/17/2026,Friday,40.63287188101084,-74.16028394578468,16,4.52,0.35,0.0,4.87,1
901391,088,Customer 088,4012 Main Street,Bronx,NY,04/17/2026,Friday,40.85920015425595,-73.90056567901365,31,5.41,0.0,0.25,5.66,1
901410,091,Customer 091,8071 Main Street,Queens,NY,04/20/2026,Monday,40.69772873982824,-73.8341823153853,45,0.93,0.0,0.0,0.93,1
901392,001,Customer 001,274 Main Street,Bronx,NY,04/20/2026,Monday,40.82393494763585,-73.90903906592717,45,3.65,0.35,0.0,4.0,2
901393,005,Customer 005,5599 Main Street,Queens,NY,04/20/2026,Monday,40.69747391202919,-73.82905390354207,25,2.18,0.12,0.0,2.3,1
901394,010,Customer 010,3260 Main Street,Brooklyn,NY,04/20/2026,Monday,40.65654070000209,-73.91897014191731,6,0.43,0.0,0.0,0.43,1
901403,059,Customer 059,7146 Main Street,Brooklyn,NY,04/20/2026,Monday,40.67755950741335,-73.91187495774679,6,0.51,0.17,0.25,0.93,2
901395,015,Customer 015,1959 Main Street,Bronx,NY,04/20/2026,Monday,40.82239448550935,-73.91429829435131,21,0.55,0.0,0.0,0.55,1
901396,018,Customer 018,3982 Main Street,Bronx,NY,04/20/2026,Monday,40.84297611177931,-73.84592385676613,31,3.62,0.35,0.0,3.97,1
901397,020,Customer 020,1253 Main Street,Queens,NY,04/20/2026,Monday,40.70811449489744,-73.79898444261066,32,0.41,0.35,0.0,0.76,1
901398,021,Customer 021,5521 Main Street,Brooklyn,NY,04/20/2026,Monday,40.68093339365346,-73.94670663597643,18,1.48,0.0,0.0,1.48,1
901399,031,Customer 031,1401 Main Street,Bronx,NY,04/20/2026,Monday,40.85734534786821,-73.89474039555732,22,2.58,0.0,0.02,2.6,1
901400,034,Customer 034,3148 Main Street,Manhattan,NY,04/20/2026,Monday,40.768896755175966,-73.95610818925888,3,1.78,0.0,0.07,1.85,1
901401,045,Customer 045,3183 Main Street,Brooklyn,NY,04/20/2026,Monday,40.63550402142037,-74.13303054062014,Bronx,0.75,0.0,0.0,0.75,1
901402,056,Customer 056,4223 Main Street,Queens,NY,04/20/2026,Monday,40.7572560717902,-73.91514119505781,2,0.89,0.0,0.0,0.89,1
901404,063,Customer 063,6022 Main Street,Brooklyn,NY,04/20/2026,Monday,40.689007393638555,-73.9173641706466,10,3.08,0.35,0.0,3.43,1
901405,066,Customer 066,5967 Main Street,Brooklyn,NY,04/20/2026,Monday,40.66065294279969,-73.87876303673895,1,0.79,0.09,0.0,0.88,1
901406,067,Customer 067,5235 Main Street,Bronx,NY,04/20/2026,Monday,40.86604266971237,-73.92623623009767,14,0.8,0.0,0.0,0.8,1
901407,084,Customer 084,2547 Main Street,Brooklyn,NY,04/20/2026,Monday,40.66480658774192,-73.9572281363883,15,0.67,0.28,0.0,0.95,1
901409,089,Customer 089,8248 Main Street,Bronx,NY,04/20/2026,Monday,40.830728643622344,-73.89126472129591,33,6.89,0.0,0.0,6.89,1
901408,086,Customer 086,9814 Main Street,Bronx,NY,04/20/2026,Monday,40.85368960688969,-73.90929502876213,33,0.9,0.0,0.0,0.9,2
901415,036,Customer 036,5369 Main Street,New York,NY,04/21/2026,Tuesday,40.80325822563249,-73.93591692391615,14,0.6,0.0,0.29,0.89,1
901411,013,Customer 013,7128 Main Street,New York,NY,04/21/2026,Tuesday,40.81574307418728,-73.9379714247544,14,0.7,0.0,0.0,0.7,2
901414,029,Customer 029,3850 Main Street,Bronx,NY,04/21/2026,Tuesday,40.853619797063494,-73.90831990645347,14,2.23,0.0,0.0,2.23,3
901422,067,Customer 067,377 Main Street,Bronx,NY,04/21/2026,Tuesday,40.86604266971237,-73.92623623009767,14,0.73,0.0,0.0,0.73,4
901416,041,Customer 041,4625 Main Street,New York,NY,04/21/2026,Tuesday,40.759382235947626,-73.93895415268634,21,0.46,0.0,0.0,0.46,1
901412,015,Customer 015,2199 Main Street,Bronx,NY,04/21/2026,Tuesday,40.82239448550935,-73.91429829435131,21,0.52,0.0,0.0,0.52,2
901413,028,Customer 028,3284 Main Street,Queens,NY,04/21/2026,Tuesday,40.71519521264396,-73.74349772371512,2,0.52,0.0,0.0,0.52,1
901419,056,Customer 056,278 Main Street,Queens,NY,04/21/2026,Tuesday,40.7572560717902,-73.91514119505781,2,0.81,0.0,0.0,0.81,2
901417,044,Customer 044,5935 Main Street,Brooklyn,NY,04/21/2026,Tuesday,40.685443993544496,-73.943950969423,73,0.51,0.0,0.25,0.76,1
901418,047,Customer 047,8886 Main Street,Manhattan,NY,04/21/2026,Tuesday,40.71773283828544,-73.98411846097412,3,0.46,0.0,0.0,0.46,1
901421,063,Customer 063,1865 Main Street,Brooklyn,NY,04/21/2026,Tuesday,40.689007393638555,-73.9173641706466,10,2.85,0.0,0.0,2.85,1
901420,062,Customer 062,7418 Main Street,Brooklyn,NY,04/21/2026,Tuesday,40.689239848977614,-73.91777406506378,10,2.02,0.0,0.0,2.02,2
901423,081,Customer 081,1015 Main Street,Brooklyn,NY,04/21/2026,Tuesday,40.68024236564245,-73.93137158188019,17,1.12,0.0,0.0,1.12,1
901424,083,Customer 083,1775 Main Street,Brooklyn,NY,04/21/2026,Tuesday,40.63287188101084,-74.16028394578468,16,3.77,0.0,0.0,3.77,1
901425,084,Customer 084,5950 Main Street,Brooklyn,NY,04/21/2026,Tuesday,40.66480658774192,-73.9572281363883,15,0.68,0.2,0.0,0.88,1
901426,087,Customer 087,6587 Main Street,Brooklyn,NY,04/21/2026,Tuesday,40.66150707860249,-73.87346498223229,99,8.98,0.0,0.0,8.98,1
901427,089,Customer 089,4372 Main Street,Bronx,NY,04/21/2026,Tuesday,40.830728643622344,-73.89126472129591,33,5.71,0.0,0.0,5.71,1
901437,041,Customer 041,4171 Main Street,New York,NY,04/22/2026,Wednesday,40.759382235947626,-73.93895415268634,21,0.51,0.0,0.0,0.51,1
901428,015,Customer 015,3860 Main Street,Bronx,NY,04/22/2026,Wednesday,40.82239448550935,-73.91429829435131,21,0.42,0.0,0.25,0.67,2
901436,032,Customer 032,3645 Main Street,Bronx,NY,04/22/2026,Wednesday,40.853589534832395,-73.89464414584027,21,0.46,0.0,0.0,0.46,3
901429,017,Customer 017,2789 Main Street,Brooklyn,NY,04/22/2026,Wednesday,40.68918573963909,-73.95966142657014,30,1.76,0.0,0.0,1.76,1
901430,018,Customer 018,4710 Main Street,Bronx,NY,04/22/2026,Wednesday,40.84297611177931,-73.84592385676613,31,3.57,0.35,0.0,3.92,1
901431,019,Customer 019,4298 Main Street,Manhattan,NY,04/22/2026,Wednesday,40.778836484045,-73.98329931044094,4,0.75,0.0,0.0,0.75,1
901432,021,Customer 021,572 Main Street,Brooklyn,NY,04/22/2026,Wednesday,40.68093339365346,-73.94670663597643,18,1.25,0.0,0.0,1.25,1
901433,024,Customer 024,6448 Main Street,Bronx,NY,04/22/2026,Wednesday,40.896883630705474,-73.85135085346376,7,0.8,0.0,0.0,0.8,1
901434,025,Customer 025,9442 Main Street,Brooklyn,NY,04/22/2026,Wednesday,40.69835136729073,-73.9158925078441,8,0.89,0.0,0.0,0.89,1
901435,026,Customer 026,9819 Main Street,Queens,NY,04/22/2026,Wednesday,40.67584687606802,-73.85557337127459,73,3.49,0.0,0.0,3.49,1
901438,044,Customer 044,4593 Main Street,Brooklyn,NY,04/22/2026,Wednesday,40.685443993544496,-73.943950969423,73,0.41,0.35,0.25,1.01,2
901439,067,Customer 067,7907 Main Street,Bronx,NY,04/22/2026,Wednesday,40.86604266971237,-73.92623623009767,14,0.87,0.35,0.0,1.22,1
901440,085,Customer 085,4701 Main Street,Brooklyn,NY,04/22/2026,Wednesday,40.6758490834141,-73.87795663986044,11,0.99,0.12,0.0,1.11,1
901441,086,Customer 086,4555 Main Street,Bronx,NY,04/22/2026,Wednesday,40.85368960688969,-73.90929502876213,33,0.87,0.0,0.0,0.87,1
901442,005,Customer 005,9022 Main Street,Queens,NY,04/23/2026,Thursday,40.69747391202919,-73.82905390354207,25,2.24,0.1,0.0,2.34,1
901443,009,Customer 009,2950 Main Street,Queens,NY,04/23/2026,Thursday,40.600009486593315,-73.74405287870175,1,0.43,0.0,0.0,0.43,1
901444,018,Customer 018,2355 Main Street,Bronx,NY,04/23/2026,Thursday,40.84297611177931,-73.84592385676613,31,5.07,0.35,0.0,5.42,1
901445,023,Customer 023,2476 Main Street,Queens,NY,04/23/2026,Thursday,40.76091447600587,-73.88181045003793,5,0.97,0.35,0.05,1.37,1
901448,040,Customer 040,6535 Main Street,Queens,NY,04/23/2026,Thursday,40.76395482312956,-73.91128512522792,5,0.58,0.0,0.0,0.58,2
901446,030,Customer 030,6964 Main Street,Brooklyn,NY,04/23/2026,Thursday,40.63878496266752,-73.97263862633669,17,2.31,0.0,0.0,2.31,1
